 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.153,0.015,0.288,0.000,0.156
model.000.01.pdb,0.119,0.188,0.104,0.000,0.038
model.000.02.pdb,0.271,0.000,0.451,0.045,0.473
model.000.03.pdb,0.056,0.069,0.471,0.000,0.323
model.000.04.pdb,0.094,0.309,0.020,0.266,0.067
