 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.052,0.013,0.508,0.107,0.000
model.000.01.pdb,0.000,0.218,0.036,0.227,0.167
model.000.02.pdb,0.203,0.438,0.011,0.153,0.182
model.000.03.pdb,0.137,0.025,0.562,0.044,0.000
model.000.04.pdb,0.000,0.024,0.392,0.077,0.096
