 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.000,0.451,0.228,0.000
model.000.01.pdb,0.000,1.000,0.000,0.127,0.436
model.000.02.pdb,0.451,0.000,1.000,0.119,0.000
model.000.03.pdb,0.228,0.127,0.119,1.000,0.250
model.000.04.pdb,0.000,0.436,0.000,0.250,1.000
