 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.245,0.013,0.405,0.118,0.439
model.000.01.pdb,0.304,0.137,0.158,0.032,0.294
model.000.02.pdb,0.123,0.000,0.500,0.362,0.082
model.000.03.pdb,0.088,0.012,0.241,0.161,0.634
model.000.04.pdb,0.157,0.548,0.011,0.056,0.011
