 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.036,0.105,0.411,0.000,0.143
model.000.01.pdb,0.191,0.436,0.054,0.148,0.210
model.000.02.pdb,0.000,0.042,0.324,0.011,0.127
model.000.03.pdb,0.000,0.450,0.013,0.000,0.636
model.000.04.pdb,0.114,0.024,0.667,0.075,0.025
