 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.280,0.536,0.038,0.700
model.000.01.pdb,0.280,1.000,0.097,0.016,0.136
model.000.02.pdb,0.536,0.097,1.000,0.147,0.679
model.000.03.pdb,0.038,0.016,0.147,1.000,0.076
model.000.04.pdb,0.700,0.136,0.679,0.076,1.000
