 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.052,0.000,0.203,0.137,0.000
model.000.01.pdb,0.013,0.218,0.438,0.025,0.024
model.000.02.pdb,0.508,0.036,0.011,0.562,0.392
model.000.03.pdb,0.107,0.227,0.153,0.044,0.077
model.000.04.pdb,0.000,0.167,0.182,0.000,0.096
