 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.104,0.000,0.200,0.254,0.149
model.000.01.pdb,0.667,0.127,0.714,0.081,0.804
model.000.02.pdb,0.023,0.000,0.108,0.692,0.046
model.000.03.pdb,0.089,0.000,0.071,0.000,0.113
model.000.04.pdb,0.688,0.340,0.491,0.038,0.585
