 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.053,0.012,0.424,0.136,0.024
model.000.01.pdb,0.000,0.121,0.025,0.194,0.190
model.000.02.pdb,0.186,0.617,0.012,0.139,0.481
model.000.03.pdb,0.155,0.023,0.600,0.068,0.023
model.000.04.pdb,0.012,0.000,0.338,0.090,0.022
