 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.057,0.072,0.456,0.292
model.000.01.pdb,0.057,1.000,0.792,0.055,0.000
model.000.02.pdb,0.072,0.792,1.000,0.057,0.000
model.000.03.pdb,0.456,0.055,0.057,1.000,0.412
model.000.04.pdb,0.292,0.000,0.000,0.412,1.000
