 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.477,0.180,0.469,0.281,0.020
model.000.01.pdb,0.000,0.141,0.000,0.000,0.493
model.000.02.pdb,0.196,0.097,0.417,0.095,0.032
model.000.03.pdb,0.425,0.778,0.032,0.204,0.033
model.000.04.pdb,0.048,0.333,0.000,0.014,0.275
