 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.011,0.169,0.660,0.023,0.011
model.000.01.pdb,0.000,0.184,0.132,0.000,0.103
model.000.02.pdb,0.045,0.096,0.608,0.044,0.021
model.000.03.pdb,0.275,0.000,0.026,0.475,0.177
model.000.04.pdb,0.022,0.145,0.653,0.033,0.000
