 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.356,0.061,0.023,0.443,0.465
model.000.01.pdb,0.033,0.171,0.750,0.043,0.021
model.000.02.pdb,0.304,0.083,0.013,0.353,0.532
model.000.03.pdb,0.000,0.151,0.167,0.027,0.130
model.000.04.pdb,0.603,0.023,0.022,0.717,0.413
