 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.254,0.194,0.339,0.340,0.145
model.000.01.pdb,0.011,0.607,0.012,0.125,0.435
model.000.02.pdb,0.714,0.000,0.478,0.185,0.000
model.000.03.pdb,0.346,0.000,0.650,0.051,0.000
model.000.04.pdb,0.263,0.000,0.115,0.306,0.091
