 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.094,0.630,0.024,0.314,0.033
model.000.01.pdb,0.154,0.148,0.100,0.690,0.013
model.000.02.pdb,0.078,0.643,0.060,0.127,0.065
model.000.03.pdb,0.348,0.073,0.292,0.047,0.484
model.000.04.pdb,0.067,0.820,0.048,0.167,0.043
