 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.095,0.050,0.076,0.013,0.091
model.000.01.pdb,0.011,0.014,0.011,0.230,0.022
model.000.02.pdb,0.480,0.098,0.393,0.000,0.481
model.000.03.pdb,0.286,0.000,0.246,0.029,0.339
model.000.04.pdb,0.396,0.600,0.238,0.028,0.242
