 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.153,0.016,0.145,0.000,0.178
model.000.01.pdb,0.037,0.048,0.143,0.377,0.101
model.000.02.pdb,0.708,0.231,0.509,0.012,0.667
model.000.03.pdb,0.000,0.000,0.025,0.219,0.000
model.000.04.pdb,0.561,0.076,0.788,0.141,0.736
