 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.072,0.304,0.023,0.235,0.033
model.000.01.pdb,0.305,0.068,0.188,0.000,0.078
model.000.02.pdb,0.215,0.026,0.696,0.028,0.667
model.000.03.pdb,0.034,0.296,0.023,0.284,0.032
model.000.04.pdb,0.068,0.397,0.022,0.085,0.010
