 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.026,0.259,0.015,0.333,0.000
model.000.01.pdb,0.197,0.081,0.226,0.204,0.048
model.000.02.pdb,0.012,0.509,0.000,0.054,0.012
model.000.03.pdb,0.132,0.397,0.085,0.538,0.048
model.000.04.pdb,0.369,0.038,0.309,0.023,0.773
