 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.012,0.221,0.145,0.169
model.000.01.pdb,0.012,1.000,0.037,0.039,0.110
model.000.02.pdb,0.221,0.037,1.000,0.013,0.534
model.000.03.pdb,0.145,0.039,0.013,1.000,0.049
model.000.04.pdb,0.169,0.110,0.534,0.049,1.000
