 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.000,0.226,0.000,0.060,0.347
model.000.01.pdb,0.000,0.043,0.053,0.068,0.159
model.000.02.pdb,0.222,0.412,0.013,0.258,0.281
model.000.03.pdb,0.000,0.404,0.025,0.000,0.682
model.000.04.pdb,0.157,0.020,0.549,0.161,0.020
