 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.038,0.048,0.397,0.011,0.100
model.000.01.pdb,0.219,0.714,0.082,0.139,0.491
model.000.02.pdb,0.175,0.667,0.048,0.117,0.473
model.000.03.pdb,0.091,0.034,0.556,0.091,0.022
model.000.04.pdb,0.040,0.000,0.333,0.154,0.000
