 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.022,0.333,0.012,0.153,0.422
model.000.01.pdb,0.509,0.000,0.323,0.114,0.000
model.000.02.pdb,0.000,0.297,0.000,0.175,0.519
model.000.03.pdb,0.204,0.000,0.034,0.213,0.083
model.000.04.pdb,0.022,0.403,0.035,0.037,0.310
