 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.094,0.154,0.078,0.348,0.067
model.000.01.pdb,0.630,0.148,0.643,0.073,0.820
model.000.02.pdb,0.024,0.100,0.060,0.292,0.048
model.000.03.pdb,0.314,0.690,0.127,0.047,0.167
model.000.04.pdb,0.033,0.013,0.065,0.484,0.043
