 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.184,0.259,0.203,0.106
model.000.01.pdb,0.184,1.000,0.000,0.038,0.012
model.000.02.pdb,0.259,0.000,1.000,0.362,0.200
model.000.03.pdb,0.203,0.038,0.362,1.000,0.085
model.000.04.pdb,0.106,0.012,0.200,0.085,1.000
