 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.028,0.209,0.013,0.139,0.354
model.000.01.pdb,0.183,0.054,0.529,0.317,0.049
model.000.02.pdb,0.155,0.042,0.510,0.316,0.040
model.000.03.pdb,0.000,0.037,0.012,0.049,0.754
model.000.04.pdb,0.000,0.130,0.000,0.013,0.500
