 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.000,0.000,0.222,0.000,0.157
model.000.01.pdb,0.226,0.043,0.412,0.404,0.020
model.000.02.pdb,0.000,0.053,0.013,0.025,0.549
model.000.03.pdb,0.060,0.068,0.258,0.000,0.161
model.000.04.pdb,0.347,0.159,0.281,0.682,0.020
