 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.119,0.659,0.022,0.087,0.327
model.000.01.pdb,0.000,0.410,0.000,0.000,0.645
model.000.02.pdb,0.215,0.375,0.116,0.083,0.197
model.000.03.pdb,0.230,0.028,0.614,0.000,0.045
model.000.04.pdb,0.164,0.434,0.056,0.111,0.220
