 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.372,0.113,0.364,0.000
model.000.01.pdb,0.372,1.000,0.031,0.155,0.043
model.000.02.pdb,0.113,0.031,1.000,0.155,0.011
model.000.03.pdb,0.364,0.155,0.155,1.000,0.032
model.000.04.pdb,0.000,0.043,0.011,0.032,1.000
