 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.057,0.108,0.110,0.410,0.062
model.000.01.pdb,0.024,0.012,0.464,0.116,0.000
model.000.02.pdb,0.098,0.327,0.000,0.215,0.109
model.000.03.pdb,0.204,0.189,0.012,0.375,0.017
model.000.04.pdb,0.000,0.585,0.012,0.039,0.694
