 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.000,0.203,0.012,0.030,0.067
model.000.01.pdb,0.557,0.071,0.593,0.095,0.366
model.000.02.pdb,0.069,0.760,0.037,0.264,0.022
model.000.03.pdb,0.072,0.012,0.039,0.000,0.213
model.000.04.pdb,0.064,0.667,0.058,0.104,0.052
