 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.154,0.027,0.104,0.321,0.266
model.000.01.pdb,0.141,0.079,0.569,0.013,0.740
model.000.02.pdb,0.011,0.364,0.000,0.200,0.105
model.000.03.pdb,0.673,0.023,0.147,0.188,0.120
model.000.04.pdb,0.108,0.064,0.588,0.000,0.467
