 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.000,0.370,0.520,0.023,0.011
model.000.01.pdb,0.554,0.103,0.000,0.369,0.460
model.000.02.pdb,0.012,0.250,0.358,0.024,0.012
model.000.03.pdb,0.040,0.571,0.097,0.026,0.221
model.000.04.pdb,0.323,0.156,0.000,0.275,0.655
