 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.038,0.219,0.175,0.091,0.040
model.000.01.pdb,0.048,0.714,0.667,0.034,0.000
model.000.02.pdb,0.397,0.082,0.048,0.556,0.333
model.000.03.pdb,0.011,0.139,0.117,0.091,0.154
model.000.04.pdb,0.100,0.491,0.473,0.022,0.000
