 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.852,0.066,0.081,0.471,0.329
model.000.01.pdb,0.044,0.804,0.796,0.043,0.000
model.000.02.pdb,0.750,0.048,0.063,0.382,0.275
model.000.03.pdb,0.194,0.109,0.117,0.041,0.044
model.000.04.pdb,0.457,0.053,0.056,0.944,0.414
