 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.245,0.304,0.123,0.088,0.157
model.000.01.pdb,0.013,0.137,0.000,0.012,0.548
model.000.02.pdb,0.405,0.158,0.500,0.241,0.011
model.000.03.pdb,0.118,0.032,0.362,0.161,0.056
model.000.04.pdb,0.439,0.294,0.082,0.634,0.011
