 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.085,0.145,0.081,0.348,0.057
model.000.01.pdb,0.593,0.079,0.636,0.117,0.780
model.000.02.pdb,0.608,0.085,0.686,0.079,0.809
model.000.03.pdb,0.034,0.014,0.067,0.460,0.044
model.000.04.pdb,0.000,0.015,0.000,0.211,0.000
