 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.024,0.313,0.012,0.145,0.426
model.000.01.pdb,0.424,0.000,0.333,0.070,0.000
model.000.02.pdb,0.379,0.000,0.288,0.059,0.000
model.000.03.pdb,0.023,0.400,0.036,0.025,0.304
model.000.04.pdb,0.000,0.635,0.000,0.101,0.474
