 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.153,0.037,0.708,0.000,0.561
model.000.01.pdb,0.016,0.048,0.231,0.000,0.076
model.000.02.pdb,0.145,0.143,0.509,0.025,0.788
model.000.03.pdb,0.000,0.377,0.012,0.219,0.141
model.000.04.pdb,0.178,0.101,0.667,0.000,0.736
