 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.070,0.115,0.078,0.065,0.146
model.000.01.pdb,0.360,0.032,0.329,0.000,0.507
model.000.02.pdb,0.012,0.509,0.000,0.135,0.012
model.000.03.pdb,0.037,0.345,0.028,0.036,0.062
model.000.04.pdb,0.149,0.270,0.134,0.553,0.024
