 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.481,0.000,0.246,0.161,0.000
model.000.01.pdb,0.170,0.000,0.018,0.256,0.088
model.000.02.pdb,0.355,0.024,0.212,0.070,0.000
model.000.03.pdb,0.000,0.174,0.000,0.000,0.127
model.000.04.pdb,0.431,0.000,0.274,0.087,0.000
