 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.000,0.000,0.241,0.000,0.155
model.000.01.pdb,0.415,0.182,0.226,0.784,0.022
model.000.02.pdb,0.000,0.063,0.012,0.037,0.606
model.000.03.pdb,0.091,0.082,0.254,0.013,0.135
model.000.04.pdb,0.317,0.196,0.052,0.632,0.011
