 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.145,0.500,0.100,0.085,0.179
model.000.01.pdb,0.644,0.104,0.012,0.523,0.500
model.000.02.pdb,0.000,0.308,0.556,0.012,0.012
model.000.03.pdb,0.026,0.138,0.388,0.053,0.012
model.000.04.pdb,0.000,0.259,0.273,0.000,0.118
