 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.053,0.667,0.200,0.472
model.000.01.pdb,0.053,1.000,0.047,0.177,0.041
model.000.02.pdb,0.667,0.047,1.000,0.150,0.386
model.000.03.pdb,0.200,0.177,0.150,1.000,0.039
model.000.04.pdb,0.472,0.041,0.386,0.039,1.000
