 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.254,0.011,0.714,0.346,0.263
model.000.01.pdb,0.194,0.607,0.000,0.000,0.000
model.000.02.pdb,0.339,0.012,0.478,0.650,0.115
model.000.03.pdb,0.340,0.125,0.185,0.051,0.306
model.000.04.pdb,0.145,0.435,0.000,0.000,0.091
