 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.015,0.164,0.176,0.000
model.000.01.pdb,0.015,1.000,0.012,0.040,0.463
model.000.02.pdb,0.164,0.012,1.000,0.021,0.026
model.000.03.pdb,0.176,0.040,0.021,1.000,0.014
model.000.04.pdb,0.000,0.463,0.026,0.014,1.000
