 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.314,0.361,0.183,0.000,0.228
model.000.01.pdb,0.121,0.217,0.054,0.014,0.055
model.000.02.pdb,0.423,0.037,0.393,0.014,0.453
model.000.03.pdb,0.562,0.500,0.362,0.071,0.393
model.000.04.pdb,0.020,0.000,0.069,0.465,0.029
