 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.053,0.000,0.186,0.155,0.012
model.000.01.pdb,0.012,0.121,0.617,0.023,0.000
model.000.02.pdb,0.424,0.025,0.012,0.600,0.338
model.000.03.pdb,0.136,0.194,0.139,0.068,0.090
model.000.04.pdb,0.024,0.190,0.481,0.023,0.022
