 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.025,0.012,0.548,0.394
model.000.01.pdb,0.025,1.000,0.125,0.012,0.145
model.000.02.pdb,0.012,0.125,1.000,0.024,0.011
model.000.03.pdb,0.548,0.012,0.024,1.000,0.365
model.000.04.pdb,0.394,0.145,0.011,0.365,1.000
