 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.306,0.000,0.509,0.027,0.381
model.000.01.pdb,0.079,0.317,0.000,0.100,0.011
model.000.02.pdb,0.638,0.000,0.357,0.125,0.277
model.000.03.pdb,0.141,0.121,0.143,0.000,0.053
model.000.04.pdb,0.038,0.414,0.000,0.056,0.000
