 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.073,0.324,0.013,0.039,0.174
model.000.01.pdb,0.090,0.033,0.444,0.382,0.200
model.000.02.pdb,0.080,0.034,0.451,0.358,0.194
model.000.03.pdb,0.138,0.507,0.012,0.065,0.024
model.000.04.pdb,0.164,0.638,0.000,0.000,0.013
