 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.070,0.360,0.012,0.037,0.149
model.000.01.pdb,0.115,0.032,0.509,0.345,0.270
model.000.02.pdb,0.078,0.329,0.000,0.028,0.134
model.000.03.pdb,0.065,0.000,0.135,0.036,0.553
model.000.04.pdb,0.146,0.507,0.012,0.062,0.024
