 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.519,0.082,0.316,0.460,0.087
model.000.01.pdb,0.078,0.292,0.000,0.028,0.101
model.000.02.pdb,0.125,0.011,0.574,0.358,0.370
model.000.03.pdb,0.085,0.160,0.000,0.133,0.000
model.000.04.pdb,0.060,0.010,0.397,0.317,0.191
