 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.119,0.000,0.215,0.230,0.164
model.000.01.pdb,0.659,0.410,0.375,0.028,0.434
model.000.02.pdb,0.022,0.000,0.116,0.614,0.056
model.000.03.pdb,0.087,0.000,0.083,0.000,0.111
model.000.04.pdb,0.327,0.645,0.197,0.045,0.220
