 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.861,0.197,0.191,0.179,0.072
model.000.01.pdb,0.000,0.449,0.013,0.013,0.756
model.000.02.pdb,0.183,0.047,0.782,0.032,0.022
model.000.03.pdb,0.162,0.090,0.011,0.857,0.049
model.000.04.pdb,0.000,0.218,0.014,0.000,0.417
