 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.143,0.418,0.000,0.217,0.362
model.000.01.pdb,0.028,0.000,0.338,0.164,0.000
model.000.02.pdb,0.214,0.233,0.000,0.429,0.172
model.000.03.pdb,0.000,0.077,0.040,0.070,0.203
model.000.04.pdb,0.014,0.000,0.265,0.063,0.013
