 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.026,0.197,0.012,0.132,0.369
model.000.01.pdb,0.259,0.081,0.509,0.397,0.038
model.000.02.pdb,0.015,0.226,0.000,0.085,0.309
model.000.03.pdb,0.333,0.204,0.054,0.538,0.023
model.000.04.pdb,0.000,0.048,0.012,0.048,0.773
