 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.000,0.488,0.235,0.000,0.040
model.000.01.pdb,0.053,0.511,0.077,0.038,0.269
model.000.02.pdb,0.000,0.133,0.591,0.012,0.000
model.000.03.pdb,0.013,0.169,0.365,0.025,0.049
model.000.04.pdb,0.571,0.032,0.020,0.697,0.402
