 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.104,0.667,0.023,0.089,0.688
model.000.01.pdb,0.000,0.127,0.000,0.000,0.340
model.000.02.pdb,0.200,0.714,0.108,0.071,0.491
model.000.03.pdb,0.254,0.081,0.692,0.000,0.038
model.000.04.pdb,0.149,0.804,0.046,0.113,0.585
