 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.301,0.034,0.035,0.607,0.533
model.000.01.pdb,0.078,0.127,0.101,0.012,0.096
model.000.02.pdb,0.024,0.673,0.696,0.023,0.000
model.000.03.pdb,0.406,0.044,0.047,0.695,0.403
model.000.04.pdb,0.471,0.010,0.022,0.411,0.492
