 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.356,0.033,0.304,0.000,0.603
model.000.01.pdb,0.061,0.171,0.083,0.151,0.023
model.000.02.pdb,0.023,0.750,0.013,0.167,0.022
model.000.03.pdb,0.443,0.043,0.353,0.027,0.717
model.000.04.pdb,0.465,0.021,0.532,0.130,0.413
