 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.154,0.141,0.011,0.673,0.108
model.000.01.pdb,0.027,0.079,0.364,0.023,0.064
model.000.02.pdb,0.104,0.569,0.000,0.147,0.588
model.000.03.pdb,0.321,0.013,0.200,0.188,0.000
model.000.04.pdb,0.266,0.740,0.105,0.120,0.467
