 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.143,0.028,0.214,0.000,0.014
model.000.01.pdb,0.418,0.000,0.233,0.077,0.000
model.000.02.pdb,0.000,0.338,0.000,0.040,0.265
model.000.03.pdb,0.217,0.164,0.429,0.070,0.063
model.000.04.pdb,0.362,0.000,0.172,0.203,0.013
