 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.073,0.090,0.080,0.138,0.164
model.000.01.pdb,0.324,0.033,0.034,0.507,0.638
model.000.02.pdb,0.013,0.444,0.451,0.012,0.000
model.000.03.pdb,0.039,0.382,0.358,0.065,0.000
model.000.04.pdb,0.174,0.200,0.194,0.024,0.013
